,client_id,visit_id,process_step,date_time
103613,9040250,956203101_24073889577_494949,confirm,2017-03-30 08:51:59
24439,6379275,540402202_39442149151_650709,confirm,2017-03-30 08:52:09
131263,8262801,270924481_92456051798_391335,confirm,2017-03-30 08:52:30
33306,3460330,754792893_61568922412_765935,confirm,2017-03-30 08:52:55
7343,4658967,434291928_50965119736_778288,confirm,2017-03-30 08:53:01
71403,7986968,182768686_44162548684_209478,step_3,2017-03-30 08:54:13
46602,791333,546680652_75211094289_930438,step_3,2017-03-30 08:54:59
57862,16549,759603929_42439826632_450754,start,2017-03-30 08:55:11
51747,6541007,995000553_73599732377_813890,step_1,2017-03-30 08:55:33
59051,5910853,726256060_25410855320_948549,start,2017-03-30 08:55:47
46536,5567976,312240621_29086919579_886222,confirm,2017-03-30 08:56:26
22347,9553206,447363472_1914259131_505972,confirm,2017-03-30 08:57:20
112448,2960870,842724121_41357373121_325339,confirm,2017-03-30 08:57:30
137963,2057277,168427074_1925853921_155920,step_1,2017-03-30 08:58:01
87558,8586222,235820689_63132790131_276062,start,2017-03-30 08:58:02
131968,2214260,885189909_56330456332_99210,start,2017-03-30 08:58:19
104445,9599611,672701400_5901140529_581253,step_1,2017-03-30 09:00:17
42625,7358030,826583068_21733696230_939263,confirm,2017-03-30 09:00:59
137417,9404359,619438376_39222701630_842145,confirm,2017-03-30 09:01:20
73688,6074871,511240267_66049541002_179298,confirm,2017-03-30 09:01:54
73558,6196471,977966587_12866062260_445042,confirm,2017-03-30 09:02:09
136603,5125059,571687756_43056026835_934350,step_3,2017-03-30 09:02:17
46533,7947949,234448260_49821685910_253061,step_1,2017-03-30 09:03:22
99279,2047755,436897366_12880757770_949836,confirm,2017-03-30 09:03:47
71111,9599581,925922619_50107899863_789804,confirm,2017-03-30 09:04:22
39681,3249445,949689846_41079776225_275945,step_3,2017-03-30 09:04:55
43152,8587014,172054068_63755474101_769727,confirm,2017-03-30 09:04:58
51707,8168445,85914233_90871426075_357632,confirm,2017-03-30 09:06:00
76331,6066332,548053944_6726179108_323099,start,2017-03-30 09:07:36
135873,4231887,60587019_90304331023_126936,start,2017-03-30 09:08:02
49683,7396897,359499583_82129856356_206047,step_3,2017-03-30 09:09:42
75235,9740330,645021012_32380630217_835968,confirm,2017-03-30 09:10:42
66916,6741425,330698457_77576188274_292774,confirm,2017-03-30 09:11:03
25072,8576259,523804225_63282113890_783099,confirm,2017-03-30 09:12:11
100403,8483497,867197988_10740084057_675180,confirm,2017-03-30 09:12:34
112149,9283146,498276765_95998912968_876387,start,2017-03-30 09:12:55
80530,9010050,697526791_42256948718_264930,start,2017-03-30 09:13:04
115747,2841010,187321865_7191777986_852649,confirm,2017-03-30 09:13:21
50154,5769716,254340647_42429656630_892574,start,2017-03-30 09:13:34
124410,3412138,446788999_45113336574_360189,confirm,2017-03-30 09:13:49
138158,5358001,58106553_46391809631_528941,confirm,2017-03-30 09:14:36
39356,343881,620332685_45918385404_63403,confirm,2017-03-30 09:15:22
99747,9073948,329358892_57013351211_988231,step_1,2017-03-30 09:16:13
7473,6808844,997447864_89224955116_965557,start,2017-03-30 09:16:28
16754,6574716,614809840_15218856596_85217,confirm,2017-03-30 09:19:44
116811,3931823,650073033_28690883290_386389,start,2017-03-30 09:19:58
98120,9325737,628159383_31996183357_266763,step_3,2017-03-30 09:21:12
5847,2992443,947857409_72379774208_960972,confirm,2017-03-30 09:21:33
83383,8815157,594363417_49775009728_785901,confirm,2017-03-30 09:22:52
59612,6525445,272356787_57387044949_559218,start,2017-03-30 09:23:07
40823,5964503,343048850_47928470619_206378,start,2017-03-30 09:23:57
39257,6522706,381347539_10874570039_172140,step_3,2017-03-30 09:24:20
63474,7364870,838312053_27854664458_409228,confirm,2017-03-30 09:25:09
14931,207299,303837683_56030001729_119176,confirm,2017-03-30 09:25:27
123039,7048974,563662387_78874156047_212020,step_1,2017-03-30 09:25:34
41911,8575616,73199686_13907840101_277096,confirm,2017-03-30 09:26:14
75514,7114905,165763371_22513789762_512200,confirm,2017-03-30 09:26:58
81883,6824514,405924291_10005313297_665762,confirm,2017-03-30 09:27:04
100782,6567784,387368475_20229770112_129718,step_1,2017-03-30 09:27:12
6427,4789802,703681912_30729827704_719447,confirm,2017-03-30 09:27:13
5134,5707612,537577881_81778457749_208837,confirm,2017-03-30 09:27:31
9284,3150881,510723385_89176379722_566692,step_3,2017-03-30 09:27:57
64350,9320265,844585359_67452184364_992511,step_3,2017-03-30 09:28:21
130530,7123131,271412337_90723324667_524883,confirm,2017-03-30 09:29:26
87806,4465663,171828827_59715694309_328934,confirm,2017-03-30 09:29:28
117011,8802686,827242683_18031586076_667886,step_1,2017-03-30 09:29:44
42149,8536644,480067935_97435616303_487986,confirm,2017-03-30 09:30:58
50496,8420535,849281345_67043366689_88727,confirm,2017-03-30 09:31:50
133038,6298697,384496163_42876898773_631095,step_1,2017-03-30 09:31:56
47300,7068283,164680671_10289317594_498444,confirm,2017-03-30 09:32:14
79176,6454722,260726523_56172630959_739096,start,2017-03-30 09:33:26
96475,1732770,421000837_91883518103_154168,start,2017-03-30 09:33:43
96302,8768226,193189281_5316131441_110956,step_3,2017-03-30 09:34:54
66982,8268271,952343642_79911243695_416583,start,2017-03-30 09:35:16
30454,5531890,605444243_93356569644_566945,step_3,2017-03-30 09:36:19
16098,4637023,819451905_21917628047_444439,confirm,2017-03-30 09:36:36
107295,2822607,621156392_17480518264_214356,confirm,2017-03-30 09:37:02
81052,5223892,741475010_58588077662_853043,step_1,2017-03-30 09:37:10
140796,9088935,626208480_9932479042_822898,step_1,2017-03-30 09:37:36
88317,696227,196014133_11925132141_961675,confirm,2017-03-30 09:37:48
103306,3678887,969815982_78862398080_512291,confirm,2017-03-30 09:38:36
55990,6514711,773264749_16495592810_544750,confirm,2017-03-30 09:38:52
91350,5155639,332608071_5702096906_714474,confirm,2017-03-30 09:39:57
32239,9663163,258467018_78091412455_933515,start,2017-03-30 09:40:36
79171,6454722,594072095_77872011838_264939,start,2017-03-30 09:40:58
111734,6679624,992676163_44401200470_414434,start,2017-03-30 09:41:12
136667,7440442,930119594_63107941380_797413,step_1,2017-03-30 09:41:49
114943,3004614,154569088_77604891341_782172,start,2017-03-30 09:41:57
63721,8704516,980884095_14839418885_338738,confirm,2017-03-30 09:42:30
114286,6356888,108905338_14872524601_905668,confirm,2017-03-30 09:42:38
138174,2300964,595394290_1037575504_172661,start,2017-03-30 09:42:50
120943,8533823,146003625_38100717769_403505,confirm,2017-03-30 09:43:19
92325,1263818,70332762_78445402577_681406,confirm,2017-03-30 09:43:55
132104,5823529,383168793_68169827920_259463,step_1,2017-03-30 09:46:01
31876,5678409,79447138_35505727025_646084,start,2017-03-30 09:46:38
138821,9122308,555244345_39608769387_29193,start,2017-03-30 09:46:53
75601,9232913,732440986_57314223338_909997,confirm,2017-03-30 09:47:12
23475,7056764,869091741_24317894583_974151,confirm,2017-03-30 09:49:40
43915,4002069,871773670_30175744994_354803,confirm,2017-03-30 09:49:55
52151,114566,700690501_35176375704_882428,confirm,2017-03-30 09:50:13
123836,6206578,863677674_18186257627_165098,confirm,2017-03-30 09:52:21
30322,6076816,872299507_30622693079_232937,confirm,2017-03-30 09:52:40
107572,182575,301478947_52461572442_629942,step_3,2017-03-30 09:53:16
40542,8716491,264089353_45089982161_621413,confirm,2017-03-30 09:53:52
67069,6515101,834896977_63304889411_496341,confirm,2017-03-30 09:54:07
14185,4675093,657020763_18481367115_44667,start,2017-03-30 09:54:42
30732,4219119,120964881_159401944_672258,confirm,2017-03-30 09:55:23
18521,5303422,503888971_93885334557_794808,confirm,2017-03-30 09:56:17
52300,5769715,280234611_71465429389_14741,start,2017-03-30 09:57:27
17236,9432135,305656392_96726074439_99170,confirm,2017-03-30 09:57:44
60446,2495191,948701422_62853158130_207325,start,2017-03-30 09:58:22
96819,2806397,639277537_8224049084_277546,step_1,2017-03-30 09:58:25
88637,8889682,705019620_70956855089_292853,step_1,2017-03-30 10:00:58
58615,525234,318701550_83878410695_103643,confirm,2017-03-30 10:01:31
15350,4584142,297546943_2993854021_698684,start,2017-03-30 10:01:47
83955,4906459,101715826_97622208061_360008,step_3,2017-03-30 10:02:11
96750,8084297,806320192_89119763943_22470,confirm,2017-03-30 10:03:15
2537,5919352,204628463_17177696293_242893,step_1,2017-03-30 10:03:18
42334,9758935,135243751_32253895475_700484,step_3,2017-03-30 10:03:22
100032,4426131,43587314_32896748312_709884,start,2017-03-30 10:03:30
88672,3131159,622306042_45188422810_589531,confirm,2017-03-30 10:03:40
56601,8368488,486479409_86734380017_958845,confirm,2017-03-30 10:03:43
113757,8823334,554980984_55776004709_302378,start,2017-03-30 10:05:50
31422,2913503,620684935_13071925025_887732,confirm,2017-03-30 10:06:03
18683,2744794,773679115_70131960807_366422,start,2017-03-30 10:08:11
75312,2861330,374444555_45995058898_639560,step_1,2017-03-30 10:08:21
2532,5919352,302719889_91971210676_400798,confirm,2017-03-30 10:08:59
136323,6957468,386678200_3692355122_426939,start,2017-03-30 10:09:19
75146,7264359,780697811_4088507984_210185,confirm,2017-03-30 10:11:38
105562,3908215,600700946_5060754584_635847,confirm,2017-03-30 10:12:26
76374,7517412,189201489_33441119515_77541,step_3,2017-03-30 10:13:01
89866,8075799,814431886_23827272123_987923,confirm,2017-03-30 10:14:14
26196,3616897,29518741_8311079956_487807,step_3,2017-03-30 10:14:19
15584,5650179,3214218_56157205768_443917,step_3,2017-03-30 10:15:26
17784,5177923,648823842_4478214041_412211,step_1,2017-03-30 10:16:07
35370,7267276,571068593_88738877368_297284,confirm,2017-03-30 10:16:55
114372,1750217,147997073_4222418262_683727,step_3,2017-03-30 10:17:17
58260,7227648,97382214_53023292001_257199,confirm,2017-03-30 10:17:49
73666,6828863,533367975_11823092555_821770,step_3,2017-03-30 10:19:12
137129,4612340,481824812_77289185714_507876,confirm,2017-03-30 10:19:47
107694,2478742,933219862_96983842487_16852,confirm,2017-03-30 10:20:15
82113,7831512,546029681_57427838511_6106,start,2017-03-30 10:20:17
111786,4700399,709177426_43345229379_874963,confirm,2017-03-30 10:20:56
40632,6028338,454019514_78013486123_646833,start,2017-03-30 10:21:06
49476,804448,831047824_45945167401_709262,step_3,2017-03-30 10:21:26
82135,751629,11039402_67593207357_110439,confirm,2017-03-30 10:22:23
22788,4932999,808982656_75445062859_716859,step_3,2017-03-30 10:22:28
96860,8992229,315849507_6767934574_657054,start,2017-03-30 10:26:24
57894,2682091,671401995_99803929510_703592,step_1,2017-03-30 10:27:33
63810,9819734,50698037_28881946918_24341,start,2017-03-30 10:28:18
49058,2659958,33092621_99537171785_497127,start,2017-03-30 10:28:21
56611,9094850,14027814_87673324857_735880,step_1,2017-03-30 10:28:42
81901,8847678,854572018_42937011196_527862,confirm,2017-03-30 10:29:20
121632,9607461,230111134_2845492637_379828,start,2017-03-30 10:29:29
23188,1343908,349710225_17215371105_656758,step_1,2017-03-30 10:30:02
91360,8510262,575743869_19959556046_968344,start,2017-03-30 10:31:15
27717,3266908,666534421_191156628_784369,confirm,2017-03-30 10:31:40
5856,7042897,561650916_27684731888_204720,start,2017-03-30 10:33:24
104268,4965189,811050390_4908707783_505963,confirm,2017-03-30 10:33:55
42376,6584723,406289402_24238052456_346740,step_3,2017-03-30 10:34:05
71541,1350186,103808018_38026064618_356916,confirm,2017-03-30 10:34:47
72769,3362625,785613310_72770205670_928205,confirm,2017-03-30 10:35:28
81230,1423635,224045805_81581932419_726835,start,2017-03-30 10:35:53
87741,7847491,325115217_46653833002_255149,step_3,2017-03-30 10:35:58
15352,4584142,214323396_95384426792_98026,start,2017-03-30 10:36:09
140442,6055251,852105480_92828485882_314379,confirm,2017-03-30 10:37:21
74562,6029243,774284918_12665566858_802154,confirm,2017-03-30 10:37:32
73173,2111559,722474281_19076169472_849203,start,2017-03-30 10:37:36
42731,5290689,634428969_79431433796_174592,step_3,2017-03-30 10:37:58
124096,5327925,503449_54910536777_849381,step_1,2017-03-30 10:38:12
88685,4235212,12080440_72640238694_842646,start,2017-03-30 10:39:05
31891,913238,967326922_48228346059_644572,confirm,2017-03-30 10:40:23
140615,4197158,985477435_74121570779_581125,start,2017-03-30 10:41:26
73844,6542956,508365289_39383408019_776865,confirm,2017-03-30 10:42:44
95704,4205329,259244002_17308828891_140631,confirm,2017-03-30 10:43:59
113178,3427205,629012289_88393447925_28058,start,2017-03-30 10:44:21
57851,9814833,22581552_49993938624_967313,confirm,2017-03-30 10:44:33
2713,3770237,749609784_9679991807_612164,confirm,2017-03-30 10:44:44
50856,9703336,446259363_91360460341_969784,confirm,2017-03-30 10:45:01
84959,7605451,371294019_35315543487_154605,confirm,2017-03-30 10:45:27
63119,2775837,871117353_79880703451_312158,confirm,2017-03-30 10:45:42
55830,8050938,100195539_90558871716_822894,step_1,2017-03-30 10:46:18
50227,994588,455688309_65329758089_129915,start,2017-03-30 10:46:40
18988,5117848,485519011_68582444859_804352,step_3,2017-03-30 10:47:13
124216,5980792,166117333_15218315837_529098,confirm,2017-03-30 10:47:20
96198,3433053,130580693_20094245520_994374,confirm,2017-03-30 10:47:28
116951,9944818,541487559_72568018185_573542,confirm,2017-03-30 10:48:37
91123,7585111,729820981_46814618565_158518,step_3,2017-03-30 10:49:53
83424,7384949,303761045_25645310357_445923,confirm,2017-03-30 10:50:26
109107,7487434,908898255_63314758817_949101,start,2017-03-30 10:51:30
119601,7217082,508628971_51260949457_274587,start,2017-03-30 10:52:08
109084,4669241,831014619_17548128198_817092,confirm,2017-03-30 10:52:12
115097,6399184,422962349_84501185640_947656,confirm,2017-03-30 10:52:45
8430,6126433,375029032_4519746248_250359,start,2017-03-30 10:53:07
58815,1531962,845651288_20648160435_64691,step_1,2017-03-30 10:55:06
32859,737256,526671426_17026980077_80847,confirm,2017-03-30 10:55:06
89318,5845598,955385889_8703888314_855695,step_3,2017-03-30 10:55:10
35278,9226597,117265243_76878376097_295294,step_1,2017-03-30 10:55:15
4088,4829849,681127643_17843545076_857505,confirm,2017-03-30 10:56:49
105812,2977461,548833105_87799126017_311171,step_1,2017-03-30 10:56:53
76605,3356633,39176691_83104254249_147340,confirm,2017-03-30 10:58:44
79782,3418802,46111649_45863526504_325745,confirm,2017-03-30 10:58:58
130919,38930,169926159_54845613863_474836,confirm,2017-03-30 11:00:01
128379,4990836,511874311_35390873278_730184,confirm,2017-03-30 11:00:52
139329,4639609,209875274_1949548206_986199,start,2017-03-30 11:03:19
34552,6063870,915537897_88099423285_262087,confirm,2017-03-30 11:03:24
117038,9758002,542762463_47644246732_507163,step_3,2017-03-30 11:04:03
115185,7670796,255162825_39811040574_455960,confirm,2017-03-30 11:04:05
491,1788838,991244009_75237724263_964769,confirm,2017-03-30 11:04:24
123591,5829248,359307871_67005531407_59842,confirm,2017-03-30 11:05:14
33719,3957137,823998642_49172777499_994978,start,2017-03-30 11:05:15
58593,8256491,889283127_93618586651_775637,start,2017-03-30 11:06:00
74397,6072522,128116806_18363087745_263089,start,2017-03-30 11:07:16
17866,3851221,451208324_37262772936_927901,step_3,2017-03-30 11:09:21
115774,9560313,626595635_90920221877_278404,confirm,2017-03-30 11:10:00
137176,5792887,585468735_58225388765_274470,confirm,2017-03-30 11:10:15
74736,1378016,926187403_45630786736_585919,confirm,2017-03-30 11:11:19
63727,9653521,420516870_47379113378_562422,confirm,2017-03-30 11:12:12
6017,8178009,724042163_89046055371_856705,start,2017-03-30 11:12:40
25187,3631101,284757942_36803773683_667855,confirm,2017-03-30 11:12:44
67171,302069,358145410_97849180539_988312,confirm,2017-03-30 11:13:30
16975,6625127,223770898_59292457312_911125,start,2017-03-30 11:13:42
42608,4677539,596342314_10525053130_888502,step_2,2017-03-30 11:13:55
66757,6930729,208488934_6739638624_403982,confirm,2017-03-30 11:14:10
96938,4834313,63388240_98258632875_126585,confirm,2017-03-30 11:14:14
39580,7391156,438643332_31632828967_131019,confirm,2017-03-30 11:15:22
22948,9379942,72011805_30689032611_722973,start,2017-03-30 11:15:58
84689,6279829,26109029_83636761756_226850,confirm,2017-03-30 11:16:13
129523,9822924,254346914_50332682803_979017,start,2017-03-30 11:18:01
17502,202856,70217756_59042653016_742661,confirm,2017-03-30 11:20:13
34798,9159526,331345369_28818942123_621290,confirm,2017-03-30 11:20:55
35746,242792,600409247_4327804420_414539,start,2017-03-30 11:21:22
105353,7486231,743107464_21727185877_401766,confirm,2017-03-30 11:21:46
8220,2188558,505294301_68556281458_248653,step_1,2017-03-30 11:22:22
137259,4942333,11226658_85296798861_496994,confirm,2017-03-30 11:23:01
67729,2178579,60975007_31131640215_83815,confirm,2017-03-30 11:24:47
140883,8950736,196656524_36503553930_70550,confirm,2017-03-30 11:24:52
120262,5667128,634994468_52935034382_916920,step_3,2017-03-30 11:25:30
99220,5849432,471477576_83036895589_92846,step_3,2017-03-30 11:25:47
30294,6740416,205457452_61813847152_673592,start,2017-03-30 11:26:06
35476,3850270,311432456_10553108001_400991,step_1,2017-03-30 11:27:08
121361,7350089,467438855_24145515265_899392,confirm,2017-03-30 11:27:26
6438,8737272,113704105_34445302901_315971,confirm,2017-03-30 11:28:22
3681,7590603,753031138_90985935261_613161,confirm,2017-03-30 11:28:30
114241,1468213,809888080_34612133307_17990,confirm,2017-03-30 11:29:41
51548,8033419,189613542_57953678803_714477,confirm,2017-03-30 11:32:28
63863,1509726,325539796_39645253245_594717,start,2017-03-30 11:33:10
7189,2947829,625039510_80193580309_904126,start,2017-03-30 11:33:24
38648,5112293,322585203_2148832524_129131,confirm,2017-03-30 11:35:34
90375,6377949,673885726_52463262026_275072,confirm,2017-03-30 11:35:49
42739,5290689,183663358_36499624081_575894,step_3,2017-03-30 11:36:16
40223,6114049,329043995_21070863700_153355,step_1,2017-03-30 11:36:44
115397,7606054,368373273_89117664434_42916,step_2,2017-03-30 11:37:52
100673,4815206,880007919_82057309870_106733,confirm,2017-03-30 11:38:06
48879,3495158,422686872_40204480216_975870,start,2017-03-30 11:38:20
128288,2979170,947593396_25524962073_355949,start,2017-03-30 11:39:26
14105,3763697,602795618_86323260413_161953,start,2017-03-30 11:39:57
100473,5761217,652613649_86194230715_417363,step_3,2017-03-30 11:40:43
3679,861868,716162239_4286223144_20827,step_1,2017-03-30 11:41:13
92552,6137114,707958149_71230226888_953702,confirm,2017-03-30 11:44:42
95881,7595462,480305857_30194725130_268362,start,2017-03-30 11:45:23
58070,5104204,225560021_30931638932_788127,start,2017-03-30 11:47:53
140004,7405035,463842561_30142916992_847169,start,2017-03-30 11:48:04
128970,5820267,58726257_99066266183_589248,confirm,2017-03-30 11:48:12
104098,9471934,993049961_53986402817_379174,start,2017-03-30 11:48:12
87820,7707832,868344879_572528519_152155,confirm,2017-03-30 11:48:46
25113,6747997,174536989_75286576624_500925,confirm,2017-03-30 11:50:19
64075,1819374,273398264_48108288732_910790,start,2017-03-30 11:50:39
57524,5167837,292583720_17509448245_367879,confirm,2017-03-30 11:50:49
5649,9163836,404274347_84695122294_501296,step_2,2017-03-30 11:50:57
140361,6306006,753920000_4853912564_17739,confirm,2017-03-30 11:51:46
103331,8370386,250090706_14625734819_275984,confirm,2017-03-30 11:55:44
132324,7327736,763364929_19673709310_514312,confirm,2017-03-30 11:56:35
96135,2161349,812001136_43056792799_738843,confirm,2017-03-30 11:56:40
6687,8699444,114804217_38911961494_779374,confirm,2017-03-30 11:57:14
72882,9290967,106809676_34736821159_772023,confirm,2017-03-30 11:57:27
113245,8961892,766220495_10275229783_718588,step_1,2017-03-30 11:57:52
31110,9499719,274488028_11421712739_810052,step_1,2017-03-30 11:58:18
140691,7665420,809653073_637073944_553918,start,2017-03-30 12:00:12
100425,6051109,9861789_29985124294_783278,start,2017-03-30 12:00:36
112007,9074228,623291315_70968414770_849671,confirm,2017-03-30 12:01:59
137044,2938423,520256450_87409606282_336475,confirm,2017-03-30 12:01:59
137913,9764177,352789687_94791145087_118399,confirm,2017-03-30 12:02:14
47199,4187030,424620475_88861202768_170451,confirm,2017-03-30 12:02:24
42850,9668003,879618286_20175449919_31968,step_3,2017-03-30 12:02:46
127931,8868557,571853189_82410841528_32204,confirm,2017-03-30 12:02:52
89340,1341853,700608758_33229530293_181770,start,2017-03-30 12:02:54
42517,3184837,315631825_56514920720_244183,confirm,2017-03-30 12:03:01
52217,5254812,313176002_44751348574_830063,start,2017-03-30 12:03:08
127431,9194819,726465983_56865133129_349543,start,2017-03-30 12:03:08
122955,5868409,619899977_55917500963_11883,confirm,2017-03-30 12:04:15
35818,4138511,992397387_61862090129_585454,confirm,2017-03-30 12:06:28
50137,348355,377701078_14197592520_320968,confirm,2017-03-30 12:06:33
115581,7041735,840384698_15406289853_731737,confirm,2017-03-30 12:06:33
92167,4720500,954330772_71033361180_105204,confirm,2017-03-30 12:06:43
119666,4107591,197715799_72731857244_148238,confirm,2017-03-30 12:07:01
130046,1543625,640071227_92031570279_187659,confirm,2017-03-30 12:08:28
73263,7041596,614858153_97580606182_773175,step_1,2017-03-30 12:08:50
490,8068308,875262898_10672138930_432499,start,2017-03-30 12:09:24
6432,9450242,22915684_88043808057_974771,confirm,2017-03-30 12:10:54
109207,6063905,19225128_943257698_843160,start,2017-03-30 12:10:59
67510,4219309,859321111_3655555598_96776,start,2017-03-30 12:13:54
4258,8442245,576166816_55181038343_687758,start,2017-03-30 12:14:01
43123,7411125,13230994_26512304416_834075,confirm,2017-03-30 12:14:08
114910,7580525,588622539_4883979565_660225,confirm,2017-03-30 12:15:00
2108,4363111,110979260_6724695508_22050,confirm,2017-03-30 12:15:20
41402,8518108,824422708_58106538665_743578,start,2017-03-30 12:15:49
108602,2261493,495197460_91818482562_206663,step_3,2017-03-30 12:16:19
1920,8758402,552056073_15326333409_833170,start,2017-03-30 12:16:59
139362,2064344,301395260_14083590282_527541,confirm,2017-03-30 12:18:12
32575,9151563,194769529_17630597445_501427,confirm,2017-03-30 12:18:19
59285,5258581,919466773_59345461316_367622,confirm,2017-03-30 12:19:24
52177,8714366,603098304_21974810261_113046,step_2,2017-03-30 12:19:26
51330,2911049,604630516_46434081240_377487,confirm,2017-03-30 12:19:30
105027,6448518,295293946_7974845857_271041,start,2017-03-30 12:19:53
19157,1711042,686367117_38282191223_400965,start,2017-03-30 12:20:12
67670,3991847,683029670_51397751462_559448,start,2017-03-30 12:20:46
18390,6995051,353911350_30504233443_788657,step_3,2017-03-30 12:21:15
67278,6697918,990422055_57982954790_9302,step_1,2017-03-30 12:22:18
100822,1665286,181842690_48657114014_291843,start,2017-03-30 12:23:10
33511,1213845,168863529_54921924487_363671,confirm,2017-03-30 12:23:34
16361,3272980,974930150_12011810864_927586,confirm,2017-03-30 12:23:44
121275,1767556,146513825_716738834_374946,start,2017-03-30 12:24:47
25108,489091,255427459_7159424426_661495,confirm,2017-03-30 12:24:55
116137,1637198,513473438_20656336541_520557,confirm,2017-03-30 12:26:23
59907,9246780,24320460_58410559618_803631,confirm,2017-03-30 12:26:24
66394,1682826,90157334_92304372687_567725,confirm,2017-03-30 12:28:16
105427,3113785,633893098_4874027984_194129,step_3,2017-03-30 12:29:10
23129,55448,882125875_3305639408_136269,confirm,2017-03-30 12:30:39
60046,4470823,563090957_69659263787_797257,start,2017-03-30 12:32:30
80725,7164466,581417168_62890255122_98478,step_1,2017-03-30 12:34:40
58950,5609544,342006547_96866781202_231619,confirm,2017-03-30 12:38:56
9221,3767197,764953270_60320290716_854676,confirm,2017-03-30 12:39:42
30288,6740416,860161546_47468990835_932730,confirm,2017-03-30 12:40:09
95263,2772837,512172239_66449772752_202428,step_2,2017-03-30 12:40:41
95408,3882419,988097129_51379679157_716632,start,2017-03-30 12:41:30
89597,469978,87672633_7284153813_532327,step_1,2017-03-30 12:41:45
31165,3313496,447810715_92832482585_45683,step_2,2017-03-30 12:43:46
113554,4525690,250928400_92107053192_936868,confirm,2017-03-30 12:45:29
80567,8027167,155654237_37466819717_279080,confirm,2017-03-30 12:45:56
51639,1278647,857741341_38073282727_286286,confirm,2017-03-30 12:46:16
31168,3313496,433933676_15740101939_702198,confirm,2017-03-30 12:47:52
124518,6155976,710635956_27369617268_702140,confirm,2017-03-30 12:50:55
87775,4287877,875431944_81257472631_59580,confirm,2017-03-30 12:51:38
56126,6882236,679048673_14769223011_81222,start,2017-03-30 12:51:53
5012,4715511,260032217_87720069127_784551,step_3,2017-03-30 12:52:25
130754,9296636,352772008_96222927307_164630,step_3,2017-03-30 12:53:16
76500,1832318,491120992_12023163954_430020,confirm,2017-03-30 12:54:35
9229,3767197,894865255_77286485799_746659,step_1,2017-03-30 12:55:07
100103,3113361,232454173_38549625179_624924,step_1,2017-03-30 12:55:34
113357,8831077,926553280_70926987267_537615,confirm,2017-03-30 12:55:59
17870,1156058,209033575_87165263965_897374,step_1,2017-03-30 12:56:02
138528,6914362,189388341_9010040481_808162,confirm,2017-03-30 12:56:12
50743,3941793,800034973_77285831326_705605,step_3,2017-03-30 12:57:03
9227,3767197,904125967_60630081711_869745,step_1,2017-03-30 12:57:16
40719,1114434,811057434_81577251934_42032,confirm,2017-03-30 12:58:18
32166,1950553,54521529_28098777127_199910,step_1,2017-03-30 12:59:04
120035,6639436,958260028_26753375406_596864,step_2,2017-03-30 12:59:52
64745,3089225,474912057_14934002552_337496,step_3,2017-03-30 13:00:18
136639,2371545,286097780_84805122967_222030,confirm,2017-03-30 13:00:39
106348,9442227,161796670_4871138164_290086,step_3,2017-03-30 13:01:22
113396,8662232,851785129_59631477755_119163,step_1,2017-03-30 13:02:07
23813,2377937,490246457_35352639531_626975,start,2017-03-30 13:03:22
116710,537221,170202651_20982627476_151278,confirm,2017-03-30 13:04:05
104654,1322248,117915124_84242354140_83350,confirm,2017-03-30 13:04:29
5585,951910,447322751_82866185756_171679,confirm,2017-03-30 13:05:02
1588,1181698,745175779_73576721893_490863,step_1,2017-03-30 13:05:08
68215,1241532,174526107_45860319533_428927,step_3,2017-03-30 13:05:09
8506,5023798,687209789_98356960691_991444,start,2017-03-30 13:07:27
114825,8231827,932122097_11945229804_611985,confirm,2017-03-30 13:07:55
5141,1709923,654700708_51014988677_633115,confirm,2017-03-30 13:10:13
3823,8942980,13060357_50926088912_751725,confirm,2017-03-30 13:11:08
114777,3063658,160330795_29955724357_856679,start,2017-03-30 13:11:13
128912,1591487,110602169_70496154144_443274,confirm,2017-03-30 13:11:15
99407,6730752,354688432_27114245529_917867,start,2017-03-30 13:11:56
56466,9329493,334892414_16635886536_6621,step_2,2017-03-30 13:12:30
47065,4100887,417260268_43132057683_920493,start,2017-03-30 13:13:17
19166,2978729,21965620_43304133410_402456,confirm,2017-03-30 13:13:32
17572,2584734,660196607_56703939155_429168,step_3,2017-03-30 13:14:41
38592,7053935,654384039_3855934906_8238,step_2,2017-03-30 13:19:21
4685,6997825,458838597_93770216996_71816,step_3,2017-03-30 13:19:25
43289,8122881,658087821_66697870898_60949,confirm,2017-03-30 13:21:14
38760,9966141,407048402_65664462011_163908,confirm,2017-03-30 13:21:36
39341,929347,736830330_76489630522_419142,confirm,2017-03-30 13:22:17
8717,5317548,677007265_80571379685_79597,confirm,2017-03-30 13:22:31
106966,2447461,960414584_68644503095_669877,start,2017-03-30 13:22:35
57595,2422256,863838851_33441682597_125245,confirm,2017-03-30 13:23:46
121641,1410085,768776700_1523975605_13520,start,2017-03-30 13:24:37
9435,547252,38022001_55811300987_198659,start,2017-03-30 13:24:51
56533,3482718,654592515_35634230888_679793,start,2017-03-30 13:25:36
141032,8023625,710520941_37998535484_436282,start,2017-03-30 13:26:03
4727,8448636,632037948_93079369150_269366,confirm,2017-03-30 13:26:52
113383,8662232,867194336_93993641790_347725,confirm,2017-03-30 13:26:58
16062,5014608,356697264_34012501195_232924,start,2017-03-30 13:28:32
